doc_index,filename,doi,titulo,topico_dominante
366,10.29057_escs.v11i21.10888.pdf,10.29057/escs.v11i21.10888,Reseña: Transiciones de la gestión directiva en las organizaciones educativas,15
367,10.15517_rge.v11i1.60745.pdf,10.15517/rge.v11i1.60745,La supervisión escolar y la evaluación de la calidad educativa en el marco del objetivo 4 para el desarrollo sostenible de la agenda 2030: desafíos y propuestas.,15
368,10.37843_rted.v16i2.390.pdf,10.37843/rted.v16i2.390,Monitoreo y Seguimiento de la Efectividad en la Gestión Pedagógica Latinoamericana,15
369,10.18779_csye.v9i2.1110.pdf,10.18779/csye.v9i2.1110,Gestión educativa transformadora: modelos administrativos para instituciones innovadoras,11
370,10.15359_ree.26-1.6.pdf,10.15359/ree.26-1.6,Proceso profesionalizante: Una intervención en enseñanza superior,22
371,10.35381_r.k.v6i2.1254.pdf,10.35381/r.k.v6i2.1254,Autoevaluación del desempeño docente de Educación Física,14
372,10.36097_rsan.v1i39.1135.pdf,10.36097/rsan.v1i39.1135,Plan estratégico de prevención y restauración de valores para la mejora de la calidad educativa,15
373,10.51896_rilco.v7i25.776.pdf,10.51896/rilco.v7i25.776,Influencia de la gestión educativa en el desempeño académico de estudiantes universitarios:,21
374,10.17163_abyaups.127.2.pdf,10.17163/abyaups.127.2,Fundamentos éticos de la gestión educativa universitaria para una dirección transparente y humanista,15
375,10.63803_prisma.v1n1.02.pdf,10.63803/prisma.v1n1.02,Gestión Educativa Claves del Éxito desde la Secretaría,21
376,10.29057_est.v9i18.10892.pdf,10.29057/est.v9i18.10892,Reseña: El trance de entre la administración a la gestión educativa,15
377,10.15517_rge.v8i1.51771.pdf,10.15517/rge.v8i1.51771,"Incidencia de la gestión de los procesos de comunicación institucional, toma de decisiones y los incentivos en el desempeño del personal docente en el Instituto de Educación Dr. Clodomiro Picado Twight",15
378,10.53595_rlo.v5.i12.116.pdf,10.53595/rlo.v5.i12.116,Liderazgo Transformacional e Inteligencia Emocional en la Gestión Directiva Educativa,4
379,10.37135_chk.002.18.06.pdf,10.37135/chk.002.18.06,CONSTRUCCIÓN COMPARTIDA DEL CONOCIMIENTO EN ENTORNOS VIRTUALES DE APRENDIZAJE EN ESTUDIANTES DE EDUCACIÓN BÁSICA,18
380,10.52080_rvgluz.28.102.13.pdf,10.52080/rvgluz.28.102.13,Transfiguraciones educativas en contextos de pandemia. Educación virtual y presencial en conflicto,4
381,10.37885_978-65-5360-498-8.pdf,10.37885/978-65-5360-498-8,INFLUENCIA DEL MENTORING EN LA REDACCIÓN DE CUESTIONARIOS EN GESTIÓN EDUCATIVA,21
382,10.31948_editorialunimar.166.c174.pdf,10.31948/editorialunimar.166.c174,"Organizaciones educativas, liderazgo y calidad educativa",15
383,10.21501_9786287765061.pdf,10.21501/9786287765061,"Triangulaciones entre gestión educativa, pedagógica y comunitaria",20
384,10.35381_e.k.v5i1.1697.pdf,10.35381/e.k.v5i1.1697,El liderazgo transformacional para la gestión educativa,15
385,10.69639_arandu.v12i1.702.pdf,10.69639/arandu.v12i1.702,Gestión educativa: Un camino incierto en Ecuador,15
386,10.24310_revpracticumrep.v8i1.16713.pdf,10.24310/revpracticumrep.v8i1.16713,El blog como recurso del practicum en posgrados,4
387,10.15332_27448487.10791.pdf,10.15332/27448487.10791,Cuidadanía e innovación en la gestión educativa universitaria,4
388,10.21855_ecociencia.95.703.pdf,10.21855/ecociencia.95.703,"Factores de clima organizacional en una institución de educación superior en Cuenca, Ecuador",18
389,10.47796_ce.v11i01.765.pdf,10.47796/ce.v11i01.765,Los estilos gerenciales determinantes del éxito en la gestión educativa,18
390,10.6018_red.524401.pdf,10.6018/red.524401,Propiedades psicométricas de una prueba sobre creencias docentes respecto de la integración de las TIC,18
391,10.29394_scientific.issn.2542-2987.2024.9.e2.1.20-41.pdf,10.29394/scientific.issn.2542-2987.2024.9.e2.1.20-41,Programa de formación continua en metodologías activas para mejorar la gestión pedagógica en Básica Superior,21
392,10.11144_javerianacali.ppsi19.rcce.pdf,10.11144/javerianacali.ppsi19.rcce,Revisión del concepto de calidad educativa y modelos de bienestar desde una perspectiva psicológica,22
393,10.35622_j.rie.2022.02.001.pdf,10.35622/j.rie.2022.02.001,"Competencia docente en matemática, ciencia y tecnología al resolver un problema de contexto con el complejo arqueológico inca de Raqchi, Cusco – Perú",1
394,10.35622_inudi.c.02.46.pdf,10.35622/inudi.c.02.46,Liderazgo directivo y gestión educativa en el ámbito educativo,1
395,10.64893_r469sh77.pdf,10.64893/r469sh77,Liderazgo pedagógico en la gestión educativa,15
396,10.29394_scientific.issn.2542-2987.2024.9.32.8.169-188.pdf,10.29394/scientific.issn.2542-2987.2024.9.32.8.169-188,Efecto postpandemia en la brecha digital generacional entre maestros y alumnos de la FCA,21
397,10.56712_latam.v5i1.1592.pdf,10.56712/latam.v5i1.1592,La calidad educativa desde los estándares de calidad,15
398,10.19044_esj.2020.v16n25p15.pdf,10.19044/esj.2020.v16n25p15,Gestión Pedagógica: Caso de una Universidad Pública,15
399,10.31637_epsir-2025-2198.pdf,10.31637/epsir-2025-2198,Presentación del Monográfico: LA INNOVACIÓN DESDE LA IRRUPCIÓN DE LA TECNOLOGÍA COMO NECESIDAD SOCIAL,4
400,10.35319_puntocero.202448229.pdf,10.35319/puntocero.202448229,"Transformación digital en las Instituciones de Educación Superior: Retos, estrategias y perspectivas para el siglo XXI",4
401,10.47865_igob.vol5.n17.2022.181.pdf,10.47865/igob.vol5.n17.2022.181,Liderazgo directivo y gestión administrativa de las instituciones educativas públicas del nivel inicial UGEL 01 de Lima,15
402,10.37956_jbes.v0i0.202.pdf,10.37956/jbes.v0i0.202,Descentralización Educativa en Latinoamérica: Oportunidades y Amenazas en la Calidad Educativa,11
403,10.33262_rmc.v8i4.2959.pdf,10.33262/rmc.v8i4.2959,Integración de la Inteligencia Artificial en la Educación para el Desarrollo Sostenible: Oportunidades y Desafíos,4
404,10.26490_uncp.horizonteciencia.2022.22.1080.pdf,10.26490/uncp.horizonteciencia.2022.22.1080,Percepciones de los miembros de la Comunidad Educativa sobre el liderazgo de un director de Pastoral de una Institución educativa privada de Lima Metropolitana,20
405,10.21723_riaee.v17iesp.3.16622.pdf,10.21723/riaee.v17iesp.3.16622,Truncated modernity and decentralization of educational management in Peru,9
406,10.62407_rces.v2i2.45.pdf,10.62407/rces.v2i2.45,"Herramientas para la formación docente: liderazgo comunitario, redes de tutoría y comunidades de aprendizaje",20
407,10.52080_rvgluz.27.100.13.pdf,10.52080/rvgluz.27.100.13,Políticas educativas en América Latina: Del modelo economicista a la educación para la sustentabilidad,20
408,10.35622_j.rie.2024.03.006.pdf,10.35622/j.rie.2024.03.006,Teoría del caos y calidad de gestión institucional en un instituto de educación superior peruano,1
409,10.56712_latam.v6i2.3831.pdf,10.56712/latam.v6i2.3831,El uso de herramientas con Inteligencia Artificial en la optimización de tareas administrativas del docente,4
410,10.30554_pe.1.4872.2023.pdf,10.30554/pe.1.4872.2023,Límites reales: sobre el acto de pensar en el trabajo docente universitario,20
411,10.17268_rev.cyt.2020.03.13.pdf,10.17268/rev.cyt.2020.03.13,"Citizen participation and improvement of basic education in the districts of Laredo, Simbal and Poroto. Trujillo Province",20
412,10.51252_rcri.v1i1.126.pdf,10.51252/rcri.v1i1.126,"Relación entre la vulneración del derecho de bonificación y su tratamiento en el proceso contencioso administrativo por preparación de clases de los docentes de la Unidad de Gestión Educativa Local – San Martín, 2018",14
413,10.56712_latam.v4i1.421.pdf,10.56712/latam.v4i1.421,Liderazgo divergente en instituciones educativas: una aproximación teórica,15
414,10.56219_lneaimaginaria.v1i19.3234.pdf,10.56219/lneaimaginaria.v1i19.3234,LA INTELIGENCIA ARTIFICIAL EN LA GESTIÓN VIRTUAL DEL DOCENTE,4
415,10.18634_sophiaj.20v.1i.1363.pdf,10.18634/sophiaj.20v.1i.1363,"Valoración del índice de inclusión en cinco colegios del municipio de Cajicá-Cundinamarca, Colombia",20
416,10.34096_bol.rav.n56.10876.pdf,10.34096/bol.rav.n56.10876,"Política, género y formación: las críticas al normalismo en su período de expansión (1884-1920)",20
417,10.5335_rep.v29i1.13116.pdf,10.5335/rep.v29i1.13116,"Análisis de las políticas educativas desde la perspectiva de la inclusión en México, 1988-2021",20
418,10.56712_latam.v5i5.2754.pdf,10.56712/latam.v5i5.2754,Revisión sistemática: inteligencia artificial en la transformación de la educación primaria,4
419,10.15381_rpiiedu.v1i2.21040.pdf,10.15381/rpiiedu.v1i2.21040,Municipalización Educativa: Reflexiones en Base a Tres Experiencias en Latinoamérica,14
420,10.37135_chk.002.19.13.pdf,10.37135/chk.002.19.13,APROXIMACIONES TEÓRICAS Y METODOLÓGICAS PARA LA GESTIÓN DE LA INVESTIGACIÓN FORMATIVA,4
421,10.37073_puriq.5.440.pdf,10.37073/puriq.5.440,Desempeño de directivos en redes educativas rurales en el nivel inicial,15
422,10.15366_jospoe2020.11.001.pdf,10.15366/jospoe2020.11.001,POLÍTICAS DE EVALUACIÓN ESTANDARIZADA Y GOBERNANZA “EMPRESARIAL” EN EDUCACIÓN,20
423,10.59773_ci.v5i1.71.pdf,10.59773/ci.v5i1.71,Gestión de plataformas educativas: integración de enfoques para la educación virtual,4
424,10.26490_uncp.horizonteciencia.2021.20.784.pdf,10.26490/uncp.horizonteciencia.2021.20.784,Factores organizacionales en una institución educativa privada del Callao-Perú,15
425,10.11144_javeriana.m16.icge.pdf,10.11144/javeriana.m16.icge,Impacto del COVID-19 en la gestión de escuelas rurales de Chile,20
426,10.15381_rpiiedu.v2i1.22673.pdf,10.15381/rpiiedu.v2i1.22673,La gestión pedagógica de calidad mediante una revisión sistemática internacional,11
427,10.61347_ei.v3i1.67.pdf,10.61347/ei.v3i1.67,Recursos educativos digitales para mejorar el aprendizaje en matemáticas,4
428,10.37956_jbes.v0i0.206.pdf,10.37956/jbes.v0i0.206,Gestión directiva y clima organizacional en las Instituciones Educativas de América Latina,15
429,10.52080_rvgluz.28.101.6.pdf,10.52080/rvgluz.28.101.6,Burnout en docentes de instituciones educativas del régimen Costa del Ecuador,22
430,10.22352_saustral20222806.pdf,10.22352/saustral20222806,"Roles docentes en la retención escolar de estudiantes de enseñanza media de la Región de Valparaíso: Lo pedagógico, lo emocional y lo colaborativo",20
431,10.26620_uniminuto.perspectivas.7.22.2022.146-156.pdf,10.26620/uniminuto.perspectivas.7.22.2022.146-156,Investigación en la gestión de la educación: sus aportes en la solución de problemas dentro del centro escolar,15
432,10.15517_revedu.v47i1.51724.pdf,10.15517/revedu.v47i1.51724,Alimentación escolar y educación alimentaria: tendencias recientes en la investigación en América Latina entre 2005 y 2021,20
433,10.52080_rvgluz.28.e10.44.pdf,10.52080/rvgluz.28.e10.44,Ejercicio de la función docente desde la dimensión ética,4
434,10.23850_25907441.4392.pdf,10.23850/25907441.4392,Retos para la gestión de las instituciones de educación básica y media,15
435,10.37073_puriq.4.325.pdf,10.37073/puriq.4.325,Liderazgo directivo en la educación básica de la región latinoamericana,15
436,10.35381_e.k.v4i7.1175.pdf,10.35381/e.k.v4i7.1175,Gamificación: Estrategia para la enseñanza de operaciones elementales de matemáticas,14
437,10.15359_rep.17-2.11.pdf,10.15359/rep.17-2.11,El paradigma de la complejidad en la gestión educativa de una escuela pública del cantón de Belén de Heredia,20
438,10.15517_revedu.v44i2.39544.pdf,10.15517/revedu.v44i2.39544,Perspectiva del personal docente peruano sobre las razones y las limitaciones que imposibilitan una dedicación continua para con la investigación científica,20
439,10.15359_rep.19-2.3.pdf,10.15359/rep.19-2.3,Evolución y retos de la integración tecnológica en la educación costarricense: un análisis histórico y de gestión educativa,11
440,10.24320_redie.2023.25.e08.4215.pdf,10.24320/redie.2023.25.e08.4215,Autopercepción de las prácticas de liderazgo directivo-educativo en territorios de diversidad cultural,15
441,10.15381_rpiiedu.v1i1.20670.pdf,10.15381/rpiiedu.v1i1.20670,Estilos de liderazgo del director educativo,15
442,10.15517_rge.v9i2.54137.pdf,10.15517/rge.v9i2.54137,Buenas prácticas de gestión educativa implementadas durante la pandemia de COVID-19 en bachilleratos tecnológicos de Jalisco,20
443,10.15517_rge.v10i1.57522.pdf,10.15517/rge.v10i1.57522,"Gestión de los centros educativos de secundaria con recursos en la potestad discrecional, el quehacer de la coordinación académica y el liderazgo educativo",15
444,10.35381_racji.v8i15.2583.pdf,10.35381/racji.v8i15.2583,La práctica de la ética y el derecho laboral de los trabajadores,14
445,10.15359_rep.18-1.14.pdf,10.15359/rep.18-1.14,Gestión educativa para la promoción de entornos inclusivos en Costa Rica: análisis desde la política educativa,22
446,10.18800_educacion.202501.r001.pdf,10.18800/educacion.202501.r001,"13 perspectivas del liderazgo: Orientaciones para fortalecer la formación en gestión educativa. Villa, A. (coord.) (2024). Dykinson",15
447,10.35381_e.k.v7i13.3226.pdf,10.35381/e.k.v7i13.3226,Innovación tecnológica educativa en la práctica docente para potenciar el proceso de enseñanza-aprendizaje,4
448,10.17163_abyaups.127.20.pdf,10.17163/abyaups.127.20,Implementación de prácticas innovadoras en la gestión educativa del Instituto de Idiomas de la UPS,4
449,10.4067_s0718-50062021000400133.pdf,10.4067/s0718-50062021000400133,Formación de competencias docentes desde la investigación-acción,21
450,10.29375_tesis.19170.pdf,10.29375/tesis.19170,"Estrategia de gestión educativa para el fortalecimiento del desarrollo socioafectivo de los estudiantes a través de un AVA en el Centro Educativo Retoñitos de Aguachica, Cesar",20
451,10.48162_rev.36.074.pdf,10.48162/rev.36.074,Experiencias vividas en la gestión educativa de las políticas de inclusión digital,20
452,10.55813_egaea.l.101.pdf,10.55813/egaea.l.101,Inteligencia Artificial en la Educación Avances y Desafíos Multidisciplinarios.,4
453,10.35381_r.k.v8i17.3145.pdf,10.35381/r.k.v8i17.3145,Clima organizacional y satisfacción laboral en una unidad de gestión educativa local,18
454,10.15446_innovar.v30n77.87453.pdf,10.15446/innovar.v30n77.87453,El perfil de gestión del directivo docente de Antioquia y los enfoques de gestión administrativa,15
455,10.35381_r.k.v8i17.3144.pdf,10.35381/r.k.v8i17.3144,Meritocracia y desempeño laboral en una unidad de gestión educativa local,14
456,10.46498_reduipb.v24i2.1330.pdf,10.46498/reduipb.v24i2.1330,Gerencia educativa: Transformación e innovación,15
457,10.24236_24631388.n.2020.3396.pdf,10.24236/24631388.n.2020.3396,La vigilancia científica como apoyo a la gestión educativa. Un análisis bibliométrico de la formación en Gestión de la Producción Industrial,11
458,10.33996_cide.ecuador.lc4907807.pdf,10.33996/cide.ecuador.lc4907807,El liderazgo comunicativo. Una forma de integración en la gestión educativa,18
459,10.35362_rie9015276.pdf,10.35362/rie9015276,Análisis de la percepción docente sobre la gestión educativa del confinamiento por covid-19 en España,18
460,10.15359_ree.27-3.17435.pdf,10.15359/ree.27-3.17435,Gestión educativa para la inclusión: Perfil personal y profesional de las personas directoras de escuelas primarias en Costa Rica,22
461,10.35622_j.rie.2023.05.012.pdf,10.35622/j.rie.2023.05.012,Ética e innovación docente: un compromiso dentro de la gestión educativa superior en Ecuador,1
462,10.35622_j.rep.2023.04.002.pdf,10.35622/j.rep.2023.04.002,Liderazgo directivo y gestión educativa en el ámbito educativo,1
463,10.19136_etie.v7n14.6307.pdf,10.19136/etie.v7n14.6307,Aprendizaje organizacional de la gestión educativa de la innovación,4
464,10.52080_rvgluz.27.7.16.pdf,10.52080/rvgluz.27.7.16,Educación y gestión en tiempos de pospandemia,4
465,10.33262_cienciadigital.v8i2.2995.pdf,10.33262/cienciadigital.v8i2.2995,Gestión educativa: importancia de la estrategia lúdica para evaluar el proceso enseñanza - aprendizaje de los estudiantes de educación general básica elemental en la asignatura de matemática,4
466,10.4067_s0718-07052024000200319.pdf,10.4067/s0718-07052024000200319,Gestión educativa basada en evidencias para la mejora escolar,18
467,10.47865_igob.vol6.n24.2023.305.pdf,10.47865/igob.vol6.n24.2023.305,Gestión educativa y calidad de los servicios educativos de cuatro instituciones educativas públicas. Villa maría del triunfo. Lima,15
468,10.30972_riie.16228044.pdf,10.30972/riie.16228044,"La gestión educativa de la escuela secundaria: aportes desde la perspectiva de directivos de la provincia de Buenos Aires, entre 2010 y 2020",20
469,10.61285_r.e.l.-uisil.v7i02.112.pdf,10.61285/r.e.l.-uisil.v7i02.112,El liderazgo transformacional en la gestión educativa:,15
470,10.55867_qual27.09.pdf,10.55867/qual27.09,Direccionamiento estratégico de la gestión educativa en las instituciones del siglo XXI,15
471,10.18800_educacion.202102.012.pdf,10.18800/educacion.202102.012,Prácticas Pedagógicas Innovadoras Mediadas por las TIC,4
472,10.18050_eduser.v10n1a4.pdf,10.18050/eduser.v10n1a4,Estrés laboral y clima organizacional en una unidad de gestión educativa local,18
473,10.14483_22486798.22039.pdf,10.14483/22486798.22039,Inteligencia artificial (IA) en las escuelas: una revisión sistemática (2019-2023),11
474,10.51896_ocsi.v4i1.70.pdf,10.51896/ocsi.v4i1.70,"Incidencia de la sostenibilidad en la gestión educativa, la situación latinoamericana",20
475,10.15381_rpiiedu.v3i1.23676.pdf,10.15381/rpiiedu.v3i1.23676,"Gestión Educativa, una forma de alcanzar la calidad en los servicios educativos",15
476,10.56712_latam.v5i5.2901.pdf,10.56712/latam.v5i5.2901,Financiamiento clave en la gestión educativa en Latinoamérica y el Caribe,14
477,10.70577_reg.v4i2.104.pdf,10.70577/reg.v4i2.104,"Transformación de la gestión educativa para construir escuelas innovadoras, inclusivas y resilientes en el siglo XXI",21
478,10.18004_riics.2021.diciembre.405.pdf,10.18004/riics.2021.diciembre.405,Leadership: An opportunity for Educational Management,15
479,10.55777_rea.v14i28.3734.pdf,10.55777/rea.v14i28.3734,Marco teórico para la evaluación de la gestión educativa para el desarrollo de la competencia global.,4
480,10.18537_ripa.15.02.pdf,10.18537/ripa.15.02,La gestión educativa en el currículo de la asignatura de Educación Cultural y Artística,15
481,10.14393_er-v27nea2020-1.pdf,10.14393/er-v27nea2020-1,"Percepción, disposición y compromiso docente de las prácticas de gestión educativa en universidades mexicanas",18
482,10.19053_20278306.v12.n2.2022.15261.pdf,10.19053/20278306.v12.n2.2022.15261,"Gestión educativa y eficiencia técnica en instituciones oficiales con educación media en Florencia, Caquetá, Colombia",18
483,10.31876_rcs.v30i3.42697.pdf,10.31876/rcs.v30i3.42697,Inteligencia artificial como mecanismo para mejorar la gestión educativa universitaria,4
484,10.15359_ree.24-s.7.pdf,10.15359/ree.24-s.7,Ruta de la gestión educativa del CIDE ante el contexto COVID-19,22
485,10.55560_arete.2022.15.8.2.pdf,10.55560/arete.2022.15.8.2,Estado de formación y desarrollo en gestión educativa de los directores escolares. Caso de estudio distrito de educación Manta,15
486,10.70577_reg.v4i2.112.pdf,10.70577/reg.v4i2.112,"Transformación de la gestión educativa hacia escuelas del siglo XXI: inclusivas, innovadoras y capaces de afrontar desafíos.",21
487,10.15443_tde1003.pdf,10.15443/tde1003,Resignificar el sentido de la gestión educativa: un desafío pendiente,20
488,10.29394_scientific.issn.2542-2987.2024.9.e2.5.103-121.pdf,10.29394/scientific.issn.2542-2987.2024.9.e2.5.103-121,La Gestión Educativa y su Incidencia en el Proceso de Enseñanza Aprendizaje en Bachillerato,21
489,10.35756_educaumch.202016.153.pdf,10.35756/educaumch.202016.153,Impacto emocional por COVID-19 en estudiantes universitarios. Un estudio comparativo,18
490,10.69890_hallazgos21.v8i2.618.pdf,10.69890/hallazgos21.v8i2.618,El Colectivismo Docente como Herramienta de la Gestión Educativa en el Proceso de Enseñanza Aprendizaje en la Unidad Educativa Fiscal Fausto Molina,21
491,10.33539_educacion.2020.v26n2.2229.pdf,10.33539/educacion.2020.v26n2.2229,Gestión educativa y calidad de la educación superior tecnológica en instituciones estatales de Lima Metropolitana,18
492,10.18050_eduser.v9n1a1.pdf,10.18050/eduser.v9n1a1,Gestión Educativa y Calidad en la Formación Tecnológica de un Instituto Superior Público,15
493,10.35381_r.k.v6i4.1507.pdf,10.35381/r.k.v6i4.1507,Narrativa digital y gestión educativa: Estrategia para la motivación al quehacer docente,14
494,10.47865_igob.vol5.n17.2022.177.pdf,10.47865/igob.vol5.n17.2022.177,"Influencia de la gestión educativa en la convivencia escolar de instituciones educativas–Huancavelica, Perú",18
495,10.37843_rted.v18i1.586.pdf,10.37843/rted.v18i1.586,Incidencia del Liderazgo Pedagógico y las Competencias Directivas en la Gestión Educativa,15
496,10.47865_igob.vol6.n22.2023.271.pdf,10.47865/igob.vol6.n22.2023.271,Gestión educativa y organización de la gestión de riesgo en las ie de la rei 03. Puente piedra. Lima.,14
497,10.47666_summa.3.1.19.pdf,10.47666/summa.3.1.19,Componentes de la gestión educativa aplicables por el equipo directivo,15
498,10.15648_legem.2.2022.3501.pdf,10.15648/legem.2.2022.3501,Gestión educativa en Latinoamérica desde la investigación y su normativa aplicable,11
499,10.47865_igob.vol6.n23.2023.295.pdf,10.47865/igob.vol6.n23.2023.295,Liderazgo transformacional y gestión educativa en cuatro colegios de educación pública en Villa María del Triunfo. Lima,15
500,10.35622_j.rg.2023.02.001.pdf,10.35622/j.rg.2023.02.001,Liderazgo transformacional y desempeño organizacional en una Unidad de Gestión Educativa Local - Perú,18
501,10.26495_curae.v5i2.2307.pdf,10.26495/curae.v5i2.2307,MODELO DE GESTIÓN EDUCATIVA PARA EL LOGRO DEL APRENDIZAJE SIGNIFICATIVO EN ESTUDIANTES DE ENFERMERÍA DE UNA UNIVERSIDAD DE CHICLAYO,18
502,10.46498_reduipb.v26i2.1714.pdf,10.46498/reduipb.v26i2.1714,La Tecnología de la Información y la Comunicación en el Desarrollo de la Gestión Educativa,4
503,10.24320_redie.2024.26.e01.5528.pdf,10.24320/redie.2024.26.e01.5528,Repensando la gestión educativa de la escuela en el contexto mapuche,20
504,10.18050_eduser.v9n1a5.pdf,10.18050/eduser.v9n1a5,Gestión educativa inclusiva: Análisis bibliométrico de investigaciones y perspectivas futuras al 2021,11
505,10.35381_r.k.v8i17.3147.pdf,10.35381/r.k.v8i17.3147,La gestión educativa como esencialidad en el desempeño docente y el aprendizaje en estudiantes,15
506,10.26495_rch.v6i1.2122.pdf,10.26495/rch.v6i1.2122,GESTIÓN EDUCATIVA PARA MEJORAR LA EFICIENCIA DEL DESEMPEÑO DOCENTE EN EDUCACIÓN PRIMARIA EN PERÚ,15
507,10.15332_dt.inv.2020.01232.pdf,10.15332/dt.inv.2020.01232,"El liderazgo en la gestión educativa, una proeza del director educativo desde la perspectiva latina",15
508,10.51896_rilco.v6i23.648.pdf,10.51896/rilco.v6i23.648,La tecnología en la gestión educativa,4
509,10.64092_ibga9354.pdf,10.64092/ibga9354,Gestión educativa en la Educación Superior,4
510,10.31876_rcs.v27i2.35916.pdf,10.31876/rcs.v27i2.35916,Proceso vital en la gestión educativa: Herramienta de alta calidad hacia la sostenibilidad ambiental,15
511,10.29057_esat.v7i13.5296.pdf,10.29057/esat.v7i13.5296,Percepción en la implementación de modelos de gestión educativa en instituciones de educación superior,15
512,10.15517_rge.v8i1.51764.pdf,10.15517/rge.v8i1.51764,Gestión educativa. Una mirada desde el paradigma de la complejidad,15
513,10.56712_latam.v4i4.1268.pdf,10.56712/latam.v4i4.1268,La importancia de la gestión educativa para lograr una educación de calidad: una revisión sistemática,15
514,10.52080_rvgluz.27.100.10.pdf,10.52080/rvgluz.27.100.10,Participación en la gestión educativa como vigencia de los derechos humanos,20
515,10.35622_j.rr.2022.09.008.pdf,10.35622/j.rr.2022.09.008,"Gestión educativa: dimensiones, factores y desafíos para la transformación de la escuela",15
516,10.29166_catedra.v5i2.3543.pdf,10.29166/catedra.v5i2.3543,Estrategias de gestión educativa para fortalecer la ética docente,18
517,10.17163_uni.n35.2021.02.pdf,10.17163/uni.n35.2021.02,Educomunicación e interculturalidad a partir de la gestión educativa con la radio,20
518,10.56712_latam.v6i1.3360.pdf,10.56712/latam.v6i1.3360,Innovación en la gestión educativa: Revisión sistemática,11
519,10.15649_2346030x.3815.pdf,10.15649/2346030x.3815,Hacia una gestión educativa integral desde la teoría de la complejidad: Jornadas educativas regulares y extendidas,15
520,10.4067_s0718-50062021000500107.pdf,10.4067/s0718-50062021000500107,Gestión educativa para la sostenibilidad académica en Colombia,18
521,10.35362_rie8313832.pdf,10.35362/rie8313832,Gobernabilidad y gobernanza en las Unidades de Gestión Educativa Local del Perú: Una mirada desde el conocimiento de sus funciones,14
522,10.5212_praxeduc.v.19.22834.038.pdf,10.5212/praxeduc.v.19.22834.038,"Gestión educativa y satisfacción laboral docente en instituciones educativas de la región Ayacucho, Perú",18
523,10.19053_01201190.n31.2021.12702.pdf,10.19053/01201190.n31.2021.12702,Padres de familia en la gestión educativa de escuelas rurales,20
524,10.52080_rvgluz.27.7.18.pdf,10.52080/rvgluz.27.7.18,Gestión educativa y competencias: concepciones del docente universitario,4
525,10.35381_e.k.v3i5.774.pdf,10.35381/e.k.v3i5.774,Los modelos de gestión educativa y su aporte en la educación ecuatoriana,14
526,10.33262_concienciadigital.v6i4.2701.pdf,10.33262/concienciadigital.v6i4.2701,Gestión educativa de la recreación infantil para escolares,21
527,10.33262_ap.v5i3.374.pdf,10.33262/ap.v5i3.374,Gestión educativa y desempeño docente en las escuelas de Ecuador,21
528,10.48082_espacios-a20v41n44p01.pdf,10.48082/espacios-a20v41n44p01,Gestión educativa estratégica como eje para la transformación de comunidades de aprendizaje,21
529,10.52080_rvgluz.27.8.47.pdf,10.52080/rvgluz.27.8.47,Innovación en la gestión educativa: actores y procesos,4
530,10.15517_revedu.v47i1.49904.pdf,10.15517/revedu.v47i1.49904,Gestión administrativa en unidades de gestión educativa: una revisión literaria,15
531,10.52080_rvgluz.26.e5.5.pdf,10.52080/rvgluz.26.e5.5,Gestión educativa descentralizada con enfoque territorial,15
532,10.52080_rvgluz.26.e5.16.pdf,10.52080/rvgluz.26.e5.16,Gestión educativa: factor clave en la implementación del currículo de educación física,15
533,10.31876_rcs.v26i2.32442.pdf,10.31876/rcs.v26i2.32442,Modelo de gestión educativa para programas en modalidad virtual de aprendizaje,4
534,10.63449_tembiakaaryrekvo.v4i1.45.pdf,10.63449/tembiakaaryrekvo.v4i1.45,O cinema como proposta didática para a mediação do processo ensino de língua espanhola no ensino médio,9
535,10.17271_rlass.v4i15.4520.pdf,10.17271/rlass.v4i15.4520,Proyecto RenovAção: alianza multisectorial que promueve la educación ambiental en Escuelas de Educación Primaria,9
536,10.56712_latam.v4i5.1311.pdf,10.56712/latam.v4i5.1311,La privatización educativa como política encubierta. Un análisis del caso de Honduras,20
537,10.26885_rcei.13.2.13.pdf,10.26885/rcei.13.2.13,Desafíos y estrategias del rol directivo en la función formativa: promoviendo el cambio y la innovación en equipos docentes,15
538,10.7179_psri_2026.48.11.pdf,10.7179/psri_2026.48.11,Educación de calidad para la sostenibilidad: una revisión sistemática de iniciativas en educación primaria alineadas con el ODS 4,8
539,10.29393_pa76-8olld10008.pdf,10.29393/pa76-8olld10008,Orientaciones legales y políticas del liderazgo directivo en Chile; historia normativa de 1980 a 2025,20
540,10.56219_dialctica.v2i25.3975.pdf,10.56219/dialctica.v2i25.3975,EL LIDERAZGO TRANSFORMACIONAL EN LA GERENCIA ESCOLAR: REFLEXIONES HACIA LA CALIDAD EDUCATIVA,15
541,10.22201_iisue.24486167e.2025.47.61920.pdf,10.22201/iisue.24486167e.2025.47.61920,¿Volverse el error de la matrix?,20
542,10.4067_s0718-07052025000200255.pdf,10.4067/s0718-07052025000200255,La ética organizacional en las escuelas de Catalunya. Modelo e instrumento para su análisis,15
543,10.24310_ijne.10.2022.15117.pdf,10.24310/ijne.10.2022.15117,La escuela pública madrileña desde la visión del liderazgo distribuido: un estudio descriptivo,18
544,10.48178_intersecao.v5i1.521.pdf,10.48178/intersecao.v5i1.521,Interação entre educador e educando com surdez ou com deficiência auditiva no ensino fundamental: anos finais,9
